idx,raw_log_prediction,raw_log_confidence,raw_knn_prediction,raw_knn_confidence,raw_lightgbc_prediction,raw_lightgbc_confidence,+pts_log_prediction,+pts_log_confidence,+pts_lightgbc_prediction,+pts_lightgbc_confidence,+pts_linsvc_prediction,+pts_linsvc_confidence,raw_keras_prediction,raw_keras_confidence,accuracy_voter_prediction,accuracy_voter_confidence,loss_voter_prediction,loss_voter_confidence,combined_voter_prediction,combined_voter_confidence
2017-11-10Duke,0,0.5014564514660194,0,0.5340909090909091,0,0.5036473899701421,0,0.5039214027812033,1,0.5172407668377313,0,0.5061870325392146,1,0.5154009461402893,0,0.5041684241496717,0,0.5035005833790919,0,0.5038345037679182
2017-11-10E_Kentucky,0,0.5166868584219961,0,0.5227272727272727,0,0.5086651481502719,1,0.5128868379147666,0,0.5382324108941525,1,0.5,0,0.5044011175632477,0,0.5109959087155057,0,0.5110985529427958,0,0.5110472308285565
2017-11-10E_Tenn_St,0,0.5168996919642124,0,0.6022727272727273,0,0.5020830258212503,0,0.5132266260044165,1,0.5103034378953698,1,0.5,0,0.5224402546882629,0,0.5280397206014544,0,0.5234737285218866,0,0.5257567245669182
2017-11-10Elon,0,0.5077851618851923,1,0.5568181818181818,1,0.5172559132110782,0,0.5148319487773517,0,0.5000990119951487,1,0.5,1,0.5071000456809998,1,0.5113713969332471,1,0.509537732941624,1,0.5104545649386742
2017-11-10Evansville,0,0.5064392952496747,1,0.5795454545454546,1,0.533188733705233,0,0.5092116100872548,0,0.5471818518806013,0,0.5064040491849376,0,0.5038712620735168,1,0.5128208221278334,1,0.5081520387274185,1,0.5104864304318544
2017-11-10Fla_Atlantic,0,0.5079838627560724,0,0.5568181818181818,0,0.504917576297486,1,0.5117052291710271,0,0.5073076204285086,1,0.5,1,0.5120004415512085,0,0.5100178974946162,0,0.5089332535923562,0,0.5094755755467151
2017-11-10Fordham,0,0.5022317075980841,1,0.5681818181818182,1,0.5031994077885826,1,0.5221417425888814,1,0.500812151968917,1,0.5,1,0.5106031894683838,1,0.5178471242200178,1,0.5162755334621678,1,0.5170613288436595
2017-11-10GA_Southern,0,0.5240962487745784,0,0.5454545454545454,0,0.5014145327140294,0,0.5325187321237527,1,0.5045482013355159,0,0.5056172267641976,0,0.5187304019927979,0,0.521105553260416,0,0.5187819085312194,0,0.5199437308987962
2017-11-10GA_Tech,0,0.5083700726886113,0,0.5113636363636364,1,0.5129011050691133,1,0.5164856017850027,0,0.5088328362850991,1,0.5,1,0.5396885275840759,1,0.5067927709305408,1,0.5053560892605907,1,0.5060744300923913
2017-11-10Hawaii,0,0.5083240101243972,1,0.5,0,0.5054616432384669,0,0.5117106363333446,1,0.5279222188975209,0,0.5052883685888352,0,0.5074825882911682,0,0.503497919448401,0,0.5018266155956128,0,0.5026622675234365
2017-11-10IPFW,0,0.5187964725945696,1,0.5681818181818182,0,0.5128736955553961,1,0.5375613654755285,1,0.5012464823229373,1,0.5,0,0.5264903604984283,1,0.5074537759638326,1,0.5088637841781272,1,0.5081587800753551
2017-11-10Idaho,0,0.508226941202653,0,0.6363636363636364,1,0.5044087065255949,0,0.5074930505587738,0,0.5213953265569341,1,0.5,1,0.501343309879303,0,0.5293270038946898,0,0.5269964325498558,0,0.5281617182287203
2017-11-10Idaho_State,0,0.5235384476294991,0,0.5113636363636364,0,0.5144977367252372,0,0.501315208398672,0,0.5213410093811339,1,0.5,0,0.5337159931659698,0,0.5168314503890252,0,0.5149077958238031,0,0.5158696231046815
2017-11-10Indiana,0,0.5099719620010079,1,0.5795454545454546,0,0.5004608140158475,0,0.5034503765191294,1,0.5265297172570499,1,0.5,1,0.5014907121658325,1,0.5151349223270607,1,0.514858435111817,1,0.5149966787215396
2017-11-10Indiana_St,0,0.5149882179884879,1,0.5,1,0.5085974218043104,0,0.5236646641439182,0,0.5187275523536936,1,0.5,0,0.5083056688308716,0,0.5075258682822053,0,0.5079970888683126,0,0.5077614785750866
2017-11-10Iowa_State,0,0.5180112998607533,0,0.5568181818181818,1,0.5237985332782117,0,0.5299990392676004,0,0.5283215438944184,1,0.5,0,0.5129272639751434,0,0.5190883662121183,0,0.5185704470143092,0,0.5188294066160827
2017-11-10Kansas,0,0.5071761338544991,0,0.5909090909090909,0,0.513159187409941,1,0.5116614439212475,1,0.52027508499947,0,0.5061510182748382,0,0.5097587704658508,0,0.5199561918203498,0,0.5158887238344021,0,0.5179224578324557
2017-11-10LA_Lafayette,0,0.5157035977154163,1,0.5568181818181818,0,0.5067059830359003,1,0.5064022129951415,0,0.5028858740513273,1,0.5,0,0.5260041356086731,1,0.5026651770071079,1,0.5032614876297349,1,0.5029633323222569
2017-11-10LA_Monroe,0,0.5130226778109448,1,0.5113636363636364,1,0.5023542205142825,0,0.5046869464228467,1,0.5384700416610374,1,0.5,0,0.5329869389533997,0,0.5036013438450976,1,0.500116030577447,0,0.5017426565843002
2017-11-10Lg_Beach_St,0,0.5073052519259147,1,0.6136363636363636,0,0.5026747772097108,1,0.5005411857335015,0,0.5107903714369352,1,0.5,0,0.5019506216049194,1,0.5187854010176516,1,0.5159207133091,1,0.5173530571694632
2017-11-10Loyola-Chi,0,0.5235468282294266,1,0.5227272727272727,0,0.5061575177883445,0,0.5092502295670318,0,0.5019166511368043,0,0.5065138757060752,0,0.5323542058467865,0,0.5088502383557731,0,0.5074017332916942,0,0.508125985822079
2017-11-10Marshall,0,0.5204640771229723,1,0.5,0,0.5084630816703377,1,0.5009083125421785,1,0.5724831083951023,0,0.5065778001144343,0,0.5308192670345306,0,0.5055982814388678,1,0.5002276492622069,0,0.5026853160413427
2017-11-10Memphis,0,0.5006826270778151,1,0.5227272727272727,1,0.5073175320606073,0,0.521766496846497,0,0.5232414512501773,1,0.5,0,0.5061618089675903,0,0.5003627710109085,0,0.5023056321028034,0,0.5013342015546495
2017-11-10Mercer,0,0.5023037868622415,0,0.5568181818181818,0,0.5103110994546944,0,0.5234657461156558,0,0.5424428743266604,0,0.5073728263448279,0,0.5087239146232605,0,0.5212794756355861,0,0.5223523759658676,0,0.5218159258009777
2017-11-10Miami_(OH),0,0.5053344931005304,1,0.5,1,0.5068989860579057,1,0.503557411773044,1,0.5197771104396363,1,0.5,1,0.5249742269515991,1,0.50657134783111,1,0.5066543021202298,1,0.5066128249728208
2017-11-10Mississippi,0,0.5104053561729738,1,0.6136363636363636,1,0.5114690281284344,1,0.5129646891576678,1,0.5173840864645212,1,0.5,0,0.5256034433841705,1,0.5197043036278002,1,0.5196953403975226,1,0.5196998220176605
2017-11-10Missouri,0,0.5151172507195036,1,0.5909090909090909,0,0.5009230146733719,0,0.5042951432110849,0,0.5462801245324695,1,0.5,0,0.524955689907074,1,0.5056206897326729,1,0.502818701278811,1,0.5042196955131395
2017-11-10Missouri_St,0,0.5145679774421023,0,0.5113636363636364,1,0.5045384165651955,0,0.5341352605969805,1,0.5083014688684818,0,0.5115349590570438,0,0.5062633752822876,0,0.5100039755334462,0,0.509723156449425,0,0.5098635659936377
2017-11-10Montana_St,0,0.5135480331047246,1,0.5340909090909091,0,0.5094685809346843,1,0.5406738862824311,0,0.5055076531232663,1,0.5,1,0.502316951751709,1,0.5075934531829343,1,0.5079247764215635,1,0.507759114803909
2017-11-10Morehead_St,0,0.5163687719109438,1,0.5340909090909091,0,0.5142719405187566,0,0.5078750674233252,1,0.5033800922752136,1,0.5,0,0.5086155831813812,0,0.5010326470572859,0,0.500606185993042,0,0.5008194165233025
2017-11-10NC-Grnsboro,0,0.5039701750068728,1,0.5,1,0.5121725962744687,0,0.5166537801855356,0,0.5457275424525427,1,0.5,1,0.5216383337974548,0,0.5006295014241425,0,0.5042718765219518,0,0.5024506889726499
2017-11-10NC_State,0,0.5121155218385071,0,0.5454545454545454,1,0.5097102290997988,1,0.5162029690147004,1,0.5351481429441313,0,0.5110796847170619,0,0.5062346160411835,0,0.5068576407667821,0,0.5034231590520605,0,0.505140399914785
2017-11-10N_Arizona,0,0.5130821552338873,1,0.5795454545454546,0,0.5010528137684036,0,0.5341517652002329,1,0.5409800191512529,0,0.5055448909249308,1,0.5005900859832764,1,0.5111194527236997,1,0.5108211088722004,1,0.5109702807989701
2017-11-10N_Carolina,1,0.503932424906779,0,0.5681818181818182,0,0.5104110554431975,1,0.520250261290251,1,0.5317411646714455,0,0.5055879122581981,1,0.5032535195350647,0,0.5086842569771296,0,0.505505173101464,0,0.5070947150440179
2017-11-10N_Colorado,0,0.5194727375091701,0,0.5909090909090909,1,0.5114658847873416,1,0.50584919152998,0,0.5171054084491203,1,0.5,1,0.5019716024398804,0,0.5196279765715605,0,0.5174826003122341,0,0.518555288447233
2017-11-10N_Iowa,0,0.5011825437654087,1,0.5909090909090909,1,0.5011188683214176,0,0.5263114639861741,1,0.5694392685756321,1,0.5,1,0.5171247720718384,1,0.522578270582536,1,0.5225801517734989,1,0.5225792111781197
2017-11-10N_Kentucky,0,0.5114509136857531,0,0.5568181818181818,0,0.5145583974398567,1,0.5074441001150297,0,0.5283569423715593,1,0.5,0,0.5364201068878174,0,0.523164322700334,0,0.5207148095377672,0,0.5219395661184972
2017-11-10Navy,1,0.5002924773152326,0,0.5340909090909091,0,0.5127973949902369,0,0.5283036283870004,0,0.5386438883586874,0,0.5065209148835196,0,0.5059042870998383,0,0.5165305209496863,0,0.5182517485576725,0,0.5173911347528282
2017-11-10Neb_Omaha,0,0.5194722787045776,1,0.5568181818181818,0,0.5074541882600574,0,0.5135560572800977,1,0.525404251052716,1,0.5,1,0.5018998384475708,1,0.5066650613533672,1,0.507126371354412,1,0.5068957163547644
2017-11-10Nevada,0,0.5040612047862557,1,0.5227272727272727,1,0.5049215175583045,0,0.5167845944369821,1,0.5344218674368463,1,0.5,1,0.5144471526145935,1,0.5075345657534023,1,0.5078354496435711,1,0.5076850076967305
2017-11-10Niagara,1,0.5031867333562137,1,0.6022727272727273,1,0.5426855525222356,1,0.5119693206622522,1,0.5008983334442453,1,0.5,1,0.5286828875541687,1,0.5333089310932897,1,0.5292792066752545,1,0.5312940688859318
2017-11-10North_Dakota,0,0.5141927068884732,0,0.5227272727272727,0,0.5134876117989119,1,0.5004853413400621,1,0.5057663566369293,1,0.5,0,0.5253579020500183,0,0.5131953635519166,0,0.5103929606028033,0,0.511794162077552
2017-11-10Oakland,0,0.5135749499850921,1,0.6022727272727273,1,0.5050469850908703,1,0.5173063753104044,1,0.5195744076306645,1,0.5,0,0.5455471873283386,1,0.5130302377377025,1,0.514642800929475,1,0.5138365193390699
2017-11-10Oklahoma_St,0,0.5278302617516633,0,0.5681818181818182,0,0.5179689953753258,0,0.5228470497146075,0,0.5118219439725542,0,0.5092839458385083,0,0.5396236479282379,0,0.5328238408961332,0,0.5294751166569489,0,0.5311494787783351
2017-11-10Old_Dominion,1,0.5085637390622171,1,0.5454545454545454,1,0.5258952956260892,0,0.5388596035150686,0,0.5080616064352219,0,0.5108206242996717,1,0.5130529403686523,1,0.5101760967532741,1,0.5060559669429356,1,0.5081160318487205
2017-11-10Oregon_St,0,0.514340966033882,1,0.5227272727272727,0,0.5153883087204775,1,0.5038427353193462,1,0.5238105681892814,0,0.5053434123992908,0,0.5215733647346497,0,0.5027460432220574,0,0.5004900292241012,0,0.5016180362222697
2017-11-10Pepperdine,0,0.5301792759431321,0,0.5909090909090909,0,0.5110106180065279,0,0.5265255415552608,0,0.5497726744008609,1,0.5,0,0.5305610299110413,0,0.5375663623439653,0,0.535583625855382,0,0.5365749941011609
2017-11-10Pittsburgh,0,0.5070475369444285,1,0.5,0,0.520395532578882,0,0.547695613851441,0,0.5153655899356617,0,0.5052597300724189,0,0.5012319684028625,0,0.5121921875217136,0,0.5137388585519362,0,0.5129655230355906
2017-11-10Purdue,0,0.5013711569627217,1,0.6022727272727273,1,0.5112928266328645,0,0.5052242692862172,1,0.5239989151215274,0,0.5057401579874418,1,0.5130783915519714,1,0.524093246183413,1,0.5217719850622421,1,0.5229326156251671
2017-11-10Rice,0,0.5105486093308196,1,0.5681818181818182,0,0.5019340787381855,0,0.5152428937786584,0,0.5015654892934938,1,0.5,0,0.5077824890613556,1,0.5072708251249595,1,0.5060600200659602,1,0.5066654225989057
2017-11-10Richmond,0,0.5227823480965517,1,0.5,0,0.5026818600307406,0,0.5247480571022879,0,0.5023027444439663,0,0.514100353775261,0,0.5098716318607329,0,0.511004148460351,0,0.5108780691814064,0,0.5109411088219801
2017-11-10SIU_Edward,0,0.5050981052876271,0,0.5795454545454546,1,0.5127968570527152,0,0.5006073383755478,1,0.5468540794004525,1,0.5,1,0.5122575163841248,0,0.5084449908805848,0,0.5045861114681726,0,0.5065155511822063
2017-11-10S_Alabama,0,0.5147511790609335,1,0.5681818181818182,1,0.5005690996456748,0,0.5189510754736759,0,0.5506005993922519,1,0.5,0,0.5117883980274199,1,0.5018175934779882,0,0.501620802393985,1,0.5000983954977641
2017-11-10S_Carolina,0,0.5124077770356773,1,0.5113636363636364,1,0.5121609758443648,0,0.5083947487965303,1,0.5031065154495227,1,0.5,1,0.5149852633476257,1,0.5035477683452604,1,0.5029936381975195,1,0.5032707032698251
2017-11-10S_Dakota_St,0,0.5057553568110466,0,0.5454545454545454,1,0.5165563074294497,0,0.5398475366259026,1,0.5048389911704775,0,0.5102484409585888,0,0.5042598247528076,0,0.5135580919336793,0,0.5132643615483059,0,0.5134112267449222
2017-11-10S_Florida,0,0.5090225865171387,1,0.5113636363636364,0,0.509152947336919,1,0.5195681162017429,0,0.5223792188540369,1,0.5,0,0.5255495905876161,0,0.504898492052847,0,0.5042095423015588,0,0.5045540171742318
2017-11-10S_Utah,0,0.5158921245353367,0,0.5340909090909091,0,0.5163763771423993,0,0.502468799643824,0,0.5173456414720764,1,0.5,0,0.5112168490886688,0,0.5156982011744232,0,0.5144369823782721,0,0.5150675917765998
2017-11-10Sac_State,0,0.509549113643699,1,0.5568181818181818,1,0.5245514168686202,0,0.5427483225152795,0,0.5614696566058346,0,0.5069126760355424,0,0.5030368864536285,1,0.5014109438444955,0,0.5040137782654699,0,0.5013014172564717
2017-11-10Samford,0,0.5083048063310711,0,0.5340909090909091,1,0.510532739265132,0,0.5083630051049643,0,0.5417925442827749,1,0.5,1,0.5334800481796265,0,0.5047003332037048,0,0.5074908701385272,0,0.5060956016733469
2017-11-10San_Fransco,0,0.5027728958215927,1,0.5568181818181818,1,0.508815092930325,1,0.5316015942471893,1,0.5638771330567617,1,0.5,1,0.5205187797546387,1,0.5243245155220867,1,0.5259631794497917,1,0.5251438474839809
2017-11-10Siena,0,0.5149793731351211,1,0.5454545454545454,1,0.5129688032245445,0,0.5250473716345008,0,0.5097243392412352,1,0.5,0,0.5111357271671295,1,0.5018192421830296,1,0.5007719181974903,1,0.5012955801921783
2017-11-10St_Bonavent,1,0.5047897598870392,1,0.5340909090909091,1,0.5188276033182116,1,0.5091837215224692,0,0.5106820093730249,0,0.5053603455277055,1,0.5196910500526428,1,0.5137015416349309,1,0.5109471464015138,1,0.5123243440185066
2017-11-10Syracuse,0,0.521042333683694,1,0.5227272727272727,1,0.5103853732545904,1,0.5029702107058736,0,0.5142539712598913,0,0.5094048915996939,0,0.5276927649974823,0,0.5047378487715201,0,0.5042718424912515,0,0.5045048456301937
2017-11-10TN_Martin,0,0.5250733510191614,0,0.5568181818181818,0,0.5120316334501128,1,0.5085931912000812,1,0.5407426804173256,1,0.5,0,0.5356159806251526,0,0.5197115999512875,0,0.5131581398422189,0,0.5164348699005025
2017-11-10TN_State,0,0.5109224726230328,0,0.5454545454545454,0,0.5017573828118509,1,0.5052625548442029,1,0.5338984323567143,1,0.5,1,0.5101266503334045,0,0.5058735963563482,0,0.5029034154959864,0,0.5043885059310995
2017-11-10TX_Christian,0,0.50523792152102,1,0.5454545454545454,1,0.5229022688215496,1,0.501507671755217,1,0.5594329442763564,0,0.5051055961871204,0,0.5020154714584351,1,0.5151122865917812,1,0.5169581606082421,1,0.5160352235977512
2017-11-10Texas_A&M,0,0.5020376790699144,0,0.5227272727272727,1,0.5060482151516279,0,0.5140434092045425,1,0.5207997295201071,1,0.5,1,0.5201101303100586,0,0.5002771643574463,1,0.500124059321921,0,0.5000765524713487
2017-11-10Texas_Tech,0,0.5076078874666448,1,0.5227272727272727,1,0.5316149735370401,0,0.5074229246771432,0,0.5216320676257571,0,0.5076509020451352,1,0.5072251558303833,1,0.5056561012761328,1,0.5031861863447391,1,0.504421143809949
2017-11-10Towson,1,0.5056200637075,0,0.5227272727272727,1,0.5109670801231739,0,0.5170845315842328,0,0.565820995383614,0,0.5062826030189014,1,0.516643226146698,0,0.5063779157146722,0,0.5110089364568678,0,0.508693426085029
2017-11-10Troy,0,0.510752390464081,1,0.5454545454545454,0,0.5057117328494147,0,0.5089389779285081,0,0.5279264690164372,0,0.5053900049497162,0,0.5211289525032043,0,0.5018355110979141,0,0.5033108544175275,0,0.5025731827535168
2017-11-10UCLA,0,0.5020601893747327,1,0.5454545454545454,0,0.5026125161345708,0,0.5024832068315835,1,0.5004689857868113,1,0.5,1,0.5273908376693726,1,0.5126517304728307,1,0.5103277282431432,1,0.5114897293588944
2017-11-10UC_Irvine,0,0.5091992595916295,1,0.5568181818181818,1,0.5071351365110665,0,0.5420257570642879,0,0.5167310419750106,1,0.5,0,0.5123032629489899,1,0.5013477178354779,0,0.5008541275099173,1,0.5002467951162561
2017-11-10UC_Riverside,1,0.5059772356371074,1,0.5,1,0.5082893615260635,0,0.5059955762300374,1,0.539670640667128,1,0.5,1,0.5217036604881287,1,0.5086976775017615,1,0.5092325184928843,1,0.5089650979941386
2017-11-10USC,0,0.5062005895235206,1,0.5227272727272727,0,0.5039750277013747,0,0.5151080607356824,0,0.5139272777777901,0,0.5071953623456981,0,0.5078846514225006,0,0.5024501627274783,0,0.5037291349994424,0,0.5030896488617044
2017-11-10Utah_State,0,0.5204812094697393,1,0.5227272727272727,0,0.5181287888823805,0,0.5265914681494525,0,0.5162778890259794,1,0.5,0,0.5144221484661102,0,0.5094969978791535,0,0.5097106369027256,0,0.5096038173883857
2017-11-10VA_Military,0,0.5196549699539402,1,0.5454545454545454,1,0.5058350400796836,0,0.5015635803160641,1,0.5223497199380486,1,0.5,0,0.5079489052295685,1,0.5058853657779637,1,0.5070947980798091,1,0.5064900819291647
2017-11-10VA_Tech,0,0.5283799117351415,0,0.5795454545454546,0,0.5016446893141462,0,0.5043137833405762,1,0.5229067183069661,0,0.5080103497465814,0,0.5274343192577362,0,0.5253123415554081,0,0.52013345852054,0,0.5227229000434622
2017-11-10Vanderbilt,0,0.5106468896650174,1,0.5568181818181818,0,0.5001083847339394,1,0.50374619507759,0,0.5385269010271032,0,0.5074800555382638,1,0.5024962425231934,1,0.5061031092591626,1,0.5028019291154875,1,0.5044525191910665
2017-11-10Villanova,0,0.5146444784821473,0,0.5454545454545454,0,0.5019525780261545,0,0.5135319950907856,0,0.5095517748035152,0,0.510879698858837,0,0.5095959305763245,0,0.5168712922814922,0,0.5159837063116413,0,0.5164274992990607
2017-11-10Virginia,0,0.5009510060230316,1,0.5227272727272727,1,0.5049665798322115,0,0.5211218201930488,0,0.5204074911093103,0,0.5091871480682231,1,0.5283695459365845,1,0.5051061315351146,1,0.5012361184421403,1,0.5031711249886105
2017-11-10W_Carolina,0,0.509087862125744,1,0.5,1,0.5109549787709813,0,0.504011907015365,1,0.5718305509659043,1,0.5,0,0.5186281204223633,1,0.5015753929044723,1,0.5063623168622109,1,0.5039688548796795
2017-11-10W_Kentucky,0,0.5095236965682629,0,0.5340909090909091,0,0.5035367030637865,0,0.5378202634222853,1,0.5061116593349224,0,0.5120541105153065,0,0.5068107843399048,0,0.5153555673224692,0,0.5148741510825728,0,0.5151148592050927
2017-11-10W_Virginia,1,0.5042053975832741,1,0.5340909090909091,1,0.5079814551808339,0,0.5384874314784973,1,0.5182820030872761,0,0.5073924253899096,1,0.5024238228797913,1,0.5049502925040229,1,0.5034800128646291,1,0.5042151526844368
2017-11-10Wake_Forest,0,0.5231137485107924,1,0.5795454545454546,0,0.5059377822698499,0,0.500750988142658,1,0.5440503631414421,1,0.5,0,0.5353088080883026,1,0.5067666334663039,1,0.5098208951427378,1,0.5082937643072022
2017-11-10Washington,0,0.5102776902919168,1,0.6022727272727273,0,0.5198460997499426,1,0.5025385476955903,0,0.5041957872469326,0,0.5087213033920693,0,0.5058181285858154,1,0.5128262018379078,1,0.5106191166507998,1,0.5117226592500105
2017-11-10Weber_State,0,0.5172181268820313,1,0.6590909090909091,0,0.5104893606423624,0,0.5456888218258367,0,0.5104173005007897,0,0.5083167470725801,0,0.5289622247219086,1,0.5130262339719677,1,0.5094389172180127,1,0.5112325756041615
2017-11-10Wofford,0,0.5051075585892175,1,0.5,1,0.5011368138029593,0,0.5043920630895282,1,0.5101239563669014,1,0.5,1,0.5238003134727478,1,0.503798460036373,1,0.5033090368897577,1,0.5035537484610569
