idx,raw_log_prediction,raw_log_confidence,raw_lightgbc_prediction,raw_lightgbc_confidence,+pts_lightgbc_prediction,+pts_lightgbc_confidence,+pts_log_prediction,+pts_log_confidence,+pts_linsvc_prediction,+pts_linsvc_confidence,+pts_knn_prediction,+pts_knn_confidence,raw_keras_prediction,raw_keras_confidence,accuracy_voter_prediction,accuracy_voter_confidence,loss_voter_prediction,loss_voter_confidence,combined_voter_prediction,combined_voter_confidence
2017-11-10Duke,0,0.5162208862542159,0,0.505085689256823,1,0.532272309297814,1,0.5078622732785433,1,0.5,0,0.5202020202020202,1,0.5149670243263245,1,0.5045801632057731,1,0.5029528057081467,1,0.5037664843840354
2017-11-10E_Kentucky,1,0.5052382631660014,1,0.5015702590061069,1,0.5061279310901678,0,0.5025546683633589,1,0.5,0,0.5050505050505051,1,0.5143265128135681,1,0.5032281157208368,1,0.5030785360197225,1,0.5031533257951917
2017-11-10E_Tenn_St,1,0.5013044581333251,1,0.5017528056286658,0,0.5243728884481036,0,0.512477771170238,1,0.5,1,0.5252525252525253,1,0.5061637163162231,0,0.5029125767243281,0,0.5016008716191078,0,0.5022567240981334
2017-11-10Elon,1,0.5125724872954566,0,0.5122560198293109,1,0.51330232540806,0,0.5102946814731348,1,0.5,0,0.5202020202020202,1,0.5144732594490051,1,0.5000380199011946,1,0.500378602146631,1,0.5002083109499069
2017-11-10Evansville,0,0.514882417380361,1,0.5005334899592916,0,0.508531860846541,1,0.5049451836604161,1,0.5,1,0.5303030303030303,1,0.5028477311134338,1,0.5004966628852529,1,0.5009267941240196,1,0.5007117284288385
2017-11-10Fla_Atlantic,1,0.5287810979864072,1,0.5133019019973871,1,0.5094403654871388,1,0.5394578216456598,1,0.5247456097811103,0,0.5252525252525253,1,0.5187095999717712,1,0.5172596333131152,1,0.5171573494284474,1,0.5172084912949397
2017-11-10Fordham,0,0.5124921553704853,0,0.5128848285558104,1,0.5100313567406317,0,0.5064184135549843,0,0.5084354618451028,1,0.5151515151515151,0,0.5135033130645752,0,0.5049055958078269,0,0.5047588376681782,0,0.5048322166624913
2017-11-10GA_Southern,1,0.5073842074250249,0,0.50085720851168,1,0.5082248803032224,0,0.506386335697505,1,0.5,0,0.5505050505050505,0,0.5223936140537262,0,0.5060669110861505,0,0.5072587380455544,0,0.5066628244886535
2017-11-10GA_Tech,0,0.500443129363136,0,0.5051164817998597,0,0.5101043900808022,0,0.5227239423722454,0,0.5085681615757942,0,0.6010101010101011,0,0.511413037776947,0,0.5173694288556895,0,0.5194206715357255,0,0.5183950501153789
2017-11-10Hawaii,0,0.5077663684737219,1,0.5152581890732684,0,0.5052233318086181,1,0.5305207800211003,1,0.5175489054737936,1,0.5202020202020202,0,0.5014815330505371,1,0.5095637298817695,1,0.5094264819303915,1,0.5094951058296957
2017-11-10IPFW,1,0.5227014639232022,1,0.5094895017250298,1,0.5161782945544787,1,0.5158012780730777,1,0.5098642894963439,1,0.5151515151515151,1,0.5339444279670715,1,0.5170791008009761,1,0.5175211205232466,1,0.5173001105847441
2017-11-10Idaho,1,0.5127768639963327,0,0.510502464378292,1,0.5134916475839584,1,0.5019599949183461,1,0.5,0,0.5202020202020202,1,0.5213623642921448,1,0.5032893283261717,1,0.5034929474997742,1,0.5033911378388694
2017-11-10Indiana,0,0.5067562499567856,0,0.5047237899838235,0,0.5128299407886482,1,0.5124444257537525,1,0.5,0,0.5101010101010099,1,0.5158904790878296,0,0.5008646876334347,0,0.5007260758924741,0,0.5007953816868753
2017-11-10Indiana_St,1,0.5154982332561601,0,0.5097507204064795,1,0.5054988759509056,0,0.5105771081554376,0,0.5056892369575088,0,0.5202020202020202,1,0.5113939046859741,0,0.5016605434799375,0,0.5013165530762043,0,0.5014885482023482
2017-11-10Iowa_State,1,0.5004794414464219,0,0.5083952433308614,1,0.5008038919153724,0,0.5033933416333692,1,0.5080730244635105,0,0.6010101010101011,0,0.5409544706344604,0,0.5151459641085399,0,0.5170012219327177,0,0.5160735929401825
2017-11-10Kansas,0,0.5203363338519319,1,0.5014188885075208,1,0.559118325627426,1,0.5050205629152098,1,0.5,0,0.5202020202020202,1,0.5083188414573669,1,0.5090559676714982,1,0.5061789707289677,1,0.507617469127189
2017-11-10Kentucky,0,0.5113195578410472,0,0.5090678717109098,0,0.5003725799659027,1,0.5206349253169478,1,0.5098363028413675,1,0.5404040404040404,1,0.5008386373519897,1,0.504463439408515,1,0.5057600098572423,1,0.5051117245568779
2017-11-10LA_Lafayette,0,0.5016813672906274,0,0.511902318158427,0,0.5391088885368105,0,0.5044504683326753,1,0.5063472472301923,0,0.6010101010101011,0,0.5142357647418976,0,0.5201211316616796,0,0.5207075465781353,0,0.5204143390391778
2017-11-10LA_Monroe,1,0.5027518770657711,0,0.5024178254494269,0,0.5052651115097724,0,0.5211949717584868,0,0.5076575778081459,0,0.5101010101010099,0,0.5074552297592163,0,0.5071562444334096,0,0.5071617477749996,0,0.5071589960287162
2017-11-10Lg_Beach_St,1,0.5070412428803199,0,0.5122912147896845,1,0.52720342683194,0,0.5015419951397841,1,0.5,0,0.5252525252525253,0,0.5120443403720856,0,0.5008009025834219,0,0.501273607563723,0,0.5010372549970472
2017-11-10Loyola-Chi,0,0.5137017472897227,0,0.5106263493567854,0,0.5249652477365269,0,0.5036336175428766,0,0.5052037826212781,1,0.5151515151515151,0,0.5197197198867798,0,0.5110331206681812,0,0.5100243008218048,0,0.5105287106695342
2017-11-10Marshall,0,0.5160200557865879,1,0.5081355043049192,1,0.5002722671337916,1,0.5040674060638183,1,0.5,0,0.5202020202020202,0,0.5086091458797455,0,0.5022927481526653,0,0.5038192302127332,0,0.5030559891062949
2017-11-10Memphis,0,0.5124921553704853,0,0.504789708867761,1,0.5098626649245549,0,0.5005129394955179,1,0.5,1,0.5151515151515151,1,0.5029053092002869,1,0.5009363515411346,1,0.500895224998622,1,0.5009157881949847
2017-11-10Mercer,1,0.5105718734595209,0,0.5011351613740503,1,0.5118390012516416,0,0.500526596074713,1,0.5,0,0.5101010101010099,1,0.5008653402328491,1,0.5023430142410967,1,0.5021893270114653,1,0.5022661705513142
2017-11-10Miami_(OH),1,0.5156497521680196,1,0.5056141926244319,1,0.5048669011395058,0,0.5064762810257037,1,0.5,1,0.5505050505050505,1,0.5221388936042786,1,0.5101112317021851,1,0.5114995855632237,1,0.5108054085541158
2017-11-10Michigan_St,0,0.5188194080407681,0,0.5062074778958366,0,0.5113511290947561,1,0.5033167448667162,1,0.5,1,0.5303030303030303,0,0.5103152096271515,0,0.5039672088889353,0,0.5032444301840908,0,0.5036058194617768
2017-11-10Mississippi,0,0.5188194080407681,1,0.5053324109888285,0,0.5245001863360936,1,0.506387925159313,1,0.5,1,0.5303030303030303,0,0.5031144917011261,0,0.5024653323475334,0,0.5020167210161944,0,0.5022410266077046
2017-11-10Missouri,0,0.5185178870594735,0,0.5018262324115095,0,0.5414662855446685,0,0.5005695471319462,1,0.5,1,0.5303030303030303,1,0.5014500021934509,0,0.5074884061540478,0,0.5061105631384762,0,0.5067994845717599
2017-11-10Missouri_St,1,0.5162722697265386,1,0.5062389634352799,1,0.5188416971597634,1,0.5162489574690513,1,0.5124850654073182,1,0.5606060606060606,1,0.5171820521354675,1,0.517952283941927,1,0.519407807801122,1,0.5186800457923687
2017-11-10Montana_St,0,0.5023824774858353,0,0.5075845737589065,0,0.5028703543564199,1,0.5165344671139998,1,0.5,1,0.5050505050505051,1,0.508461058139801,1,0.5017011113516965,1,0.5021907333243876,1,0.5019459222632878
2017-11-10Morehead_St,1,0.5307027088992088,0,0.505630182434528,0,0.5523295194122324,1,0.5205465617803503,1,0.5116120645716276,1,0.5606060606060606,1,0.5321309566497803,1,0.5066634558222528,1,0.5112310154899181,1,0.5089472355768015
2017-11-10NC-Grnsboro,1,0.5106916533154625,0,0.5095135157298838,1,0.5024584155859073,0,0.5099297506642153,1,0.5,0,0.5505050505050505,0,0.5162477791309357,0,0.5082725379449208,0,0.5086746629974161,0,0.508473600393702
2017-11-10NC_State,0,0.5008656667269497,0,0.5132240296176513,1,0.5133192692306271,1,0.5327788814061856,1,0.5152310892673255,1,0.5959595959595959,1,0.5155711770057678,1,0.5163904601811135,1,0.519364077033477,1,0.5178772685282018
2017-11-10N_Arizona,1,0.504929183279678,0,0.5091547811980229,0,0.5192920424566305,0,0.5145339949719833,0,0.506008279531986,1,0.5252525252525253,0,0.5151303410530089,0,0.5078403130677097,0,0.5061652373085527,0,0.5070027751141825
2017-11-10N_Carolina,0,0.5146159153672722,1,0.517592936406936,0,0.5051936492299884,1,0.5175388965457781,1,0.5103762645682082,1,0.5050505050505051,1,0.5275610089302063,1,0.5092241401658353,1,0.5083141382703922,1,0.5087691391427123
2017-11-10N_Colorado,1,0.5105718734595209,0,0.5069738357062737,1,0.5019153618318399,0,0.5080401268156313,1,0.5,0,0.5101010101010099,1,0.5046725869178772,0,0.5013336600476117,0,0.5008365365462252,0,0.5010850982215933
2017-11-10N_Florida,1,0.5162580382298209,1,0.5024923799745161,1,0.5187328660284204,0,0.5040489332272833,1,0.5,0,0.5202020202020202,1,0.5326791405677795,1,0.5080511783482321,1,0.5075630526534884,1,0.5078071154259328
2017-11-10N_Iowa,1,0.5104478207095081,0,0.5087704003546951,0,0.5100260671309337,0,0.5182702115487958,0,0.5098726707678941,1,0.5151515151515151,1,0.5032745599746704,0,0.5047425399801974,0,0.503441558799617,0,0.5040920493157487
2017-11-10N_Kentucky,0,0.5176168218098871,0,0.5013977003516378,1,0.5581435244463381,0,0.5121180503508357,0,0.5129521500415254,1,0.5303030303030303,1,0.5192452073097229,1,0.5101378949112708,1,0.5085067196981957,1,0.5093223072291688
2017-11-10Navy,0,0.518034955839664,0,0.5108395543935369,0,0.509082048917407,0,0.5045383301686781,0,0.5063176592431938,1,0.5252525252525253,0,0.5088986754417419,0,0.5066031048529012,0,0.5059156813801712,0,0.506259393041355
2017-11-10Neb_Omaha,0,0.5018927214669713,0,0.5021878525659379,1,0.5067829124075113,0,0.5113855114697083,1,0.5,1,0.5,1,0.5023438334465027,0,0.5008505112635085,0,0.5009143029983044,0,0.5008824070557024
2017-11-10Nevada,0,0.536339638323813,1,0.5128337830705322,1,0.5519823938315337,0,0.5213805119979402,0,0.5085340099884131,1,0.5606060606060606,0,0.501442551612854,1,0.5086328665777442,1,0.5065979290524412,1,0.5076153977382377
2017-11-10Niagara,1,0.5252942484622983,1,0.5134216312356085,1,0.530443106739814,1,0.5202011746182778,1,0.5110788578140096,1,0.5151515151515151,1,0.5254859328269958,1,0.520467790368721,1,0.5203668440078562,1,0.5204173171105952
2017-11-10North_Dakota,0,0.5021931432880271,1,0.5019767246362947,1,0.501295361292898,0,0.5102389824235039,1,0.5,0,0.5454545454545454,0,0.506553053855896,0,0.505812580043215,0,0.5070975314749535,0,0.5064550556818006
2017-11-10Oakland,0,0.5217882356917554,1,0.5154099974599967,0,0.5203025060656292,0,0.5080787598066818,0,0.5061375903839878,1,0.5151515151515151,1,0.5001909136772156,0,0.503617088949941,0,0.5044034427286042,0,0.5040102657647112
2017-11-10Oklahoma_St,0,0.5146159153672722,0,0.5060913754365421,1,0.5165207944473368,1,0.5109522685954427,1,0.5081405491448112,1,0.5050505050505051,0,0.5010311603546143,1,0.5029618091353147,1,0.5026562061266434,1,0.5028090075567618
2017-11-10Old_Dominion,0,0.5025277679338418,1,0.5042089534538873,0,0.5056537076864718,1,0.5093205094296636,1,0.5,1,0.5656565656565656,1,0.5192809104919434,1,0.509072022289991,1,0.5105072576286093,1,0.5097896398809333
2017-11-10Oregon_St,0,0.5133736443277985,0,0.5141257148436946,0,0.5424491666755857,1,0.5045792011918147,1,0.5,0,0.6010101010101011,0,0.5168946087360382,0,0.5222748535941346,0,0.5232645150276738,0,0.5227696842294788
2017-11-10Pepperdine,1,0.5237422287318599,1,0.5152833162920682,0,0.541404632845611,1,0.5095241378397521,1,0.5071801626363998,1,0.5606060606060606,1,0.5249378681182861,1,0.5091108408817231,1,0.5118839846577784,1,0.5104974126897692
2017-11-10Pittsburgh,1,0.5150690428954551,1,0.5174920876885484,0,0.5076646555848405,1,0.5046326260424571,1,0.5072733829924053,1,0.5151515151515151,1,0.5340004563331604,1,0.5115357711519126,1,0.511921513870654,1,0.5117286424338976
2017-11-10Purdue,0,0.5157199264212471,1,0.5056242951644684,1,0.5283502995376499,1,0.5101778587509264,1,0.5064298380235012,1,0.5303030303030303,1,0.5185095071792603,1,0.5119537289091177,1,0.5112538424798082,1,0.5116037856184525
2017-11-10Rice,0,0.5026275163033076,0,0.5076659772259904,0,0.5114208278582393,1,0.5108054912047807,1,0.5,1,0.5151515151515151,0,0.5031901299953461,0,0.5015612500167619,0,0.5006013551711661,0,0.5010813025192069
2017-11-10Richmond,0,0.50701295476885,0,0.5008770357608858,0,0.5168823682374584,1,0.5185062528578339,1,0.5102457788635212,0,0.5101010101010099,0,0.5186124145984651,0,0.5034643345771832,0,0.50328257132497,0,0.503373452875177
2017-11-10SIU_Edward,1,0.5108114385056906,1,0.5024042843750613,0,0.5360541846402322,0,0.5134047751832711,0,0.5083727342363328,0,0.5050505050505051,0,0.5141315758228302,0,0.5102545234377047,0,0.5093680976057557,0,0.5098113104471385
2017-11-10S_Alabama,1,0.5103228837232906,0,0.5072255262436494,1,0.5006448083315448,0,0.5111740175418493,1,0.5,0,0.5101010101010099,0,0.5005149841308594,0,0.5028432179718775,0,0.5023052175756422,0,0.5025742176984096
2017-11-10S_Carolina,1,0.5053052247441843,0,0.5026158258882334,1,0.5279400264386268,0,0.5041500961839239,1,0.5,1,0.5151515151515151,1,0.5160911083221436,1,0.5080120746395631,1,0.5079955365586265,1,0.5080038055232029
2017-11-10S_Dakota_St,0,0.5204760413376108,1,0.5109542129465834,1,0.5374704035246172,0,0.5120918675819507,0,0.508219024165941,1,0.5101010101010099,0,0.5050480961799622,1,0.5041768917723437,1,0.5019053674611998,1,0.5030411295417427
2017-11-10S_Florida,0,0.5168235347273256,0,0.5173449491162272,0,0.5316398173665939,0,0.507278208291582,0,0.5074338681252334,1,0.5050505050505051,0,0.5218521356582642,0,0.5159833371729059,0,0.5148125270909263,0,0.5153979320554601
2017-11-10S_Utah,1,0.5182633342025746,0,0.5114008393068,1,0.5023708976625505,1,0.5000622463350126,1,0.5,0,0.5202020202020202,0,0.5071438848972321,0,0.5025401859697701,0,0.5018747729509824,0,0.5022074793847093
2017-11-10Sac_State,1,0.5015232900270082,0,0.5011771162876167,1,0.5110806116358633,0,0.5129760049203012,1,0.5,1,0.5353535353535354,0,0.5174464881420135,1,0.5004819896772429,1,0.501156337373774,1,0.5008191634487233
