idx,raw_log_prediction,raw_log_confidence,raw_lightgbc_prediction,raw_lightgbc_confidence,+pts_lightgbc_prediction,+pts_lightgbc_confidence,+pts_log_prediction,+pts_log_confidence,+pts_linsvc_prediction,+pts_linsvc_confidence,+pts_knn_prediction,+pts_knn_confidence,raw_keras_prediction,raw_keras_confidence,accuracy_voter_prediction,accuracy_voter_confidence,loss_voter_prediction,loss_voter_confidence,combined_voter_prediction,combined_voter_confidence
2017-12-09NC_A&T,1,0.5204147779808125,1,0.509610788580543,1,0.5160758215981608,1,0.5067363214252648,1,0.5,0,0.5050505050505051,1,0.5361499190330505,1,0.5129246003736029,1,0.512571785073486,1,0.5127481926472958
2017-12-09N_Arizona,1,0.5105718734595209,0,0.5033036775328737,0,0.5067022282548641,0,0.5205342318380559,0,0.5125130747123493,0,0.5101010101010099,1,0.5049278736114502,0,0.5054697436775337,0,0.5052305197261477,0,0.5053501316266991
2017-12-09N_Dakota_St,1,0.5205086902181303,1,0.5147371719798051,1,0.5145724168640743,1,0.5115434414406606,1,0.5078392620182054,1,0.5,1,0.5212975144386292,1,0.5137626047522849,1,0.5134425991193066,1,0.5136026018590334
2017-12-09N_Mex_State,0,0.5020953740683956,0,0.5049763295162115,0,0.5153799358767337,0,0.5064291936513605,1,0.5,0,0.5555555555555556,0,0.5038726925849915,0,0.5102135452791118,0,0.5108992947200739,0,0.5105564199214615
2017-12-09Neb_Omaha,1,0.5030467652296511,0,0.5092001507600535,0,0.5159488588167017,0,0.5045190733217253,1,0.5055553498765122,0,0.5252525252525253,0,0.5064091086387634,0,0.5075337461491392,0,0.5069257764178833,0,0.5072297612069409
2017-12-09Nebraska,1,0.5108055564741033,0,0.509312140020149,0,0.5008429678128123,1,0.5015968996387623,1,0.5,0,0.5050505050505051,0,0.5129104256629944,0,0.5028512423668117,0,0.5021196662441858,0,0.5024854542303209
2017-12-09New_Mexico,0,0.5099853129702916,0,0.5109693188469098,0,0.5009935831910428,1,0.5051944267357291,1,0.5,0,0.5101010101010099,0,0.5130606591701508,0,0.5054964576738701,0,0.5054957583090283,0,0.5054961079148964
2017-12-09North_Dakota,0,0.5085555799132289,1,0.5026224814264261,0,0.5039482052624034,1,0.5097670145587918,1,0.5,1,0.5202020202020202,0,0.512006014585495,1,0.5003524036310012,1,0.5004342150588454,1,0.5003933092692099
2017-12-09Notre_Dame,1,0.5073842074250249,0,0.5105277197968658,1,0.504361151773376,1,0.5101582417058346,1,0.5151816958633728,0,0.5505050505050505,0,0.5041979849338531,0,0.5020104535018824,0,0.5021511238861247,0,0.5020807886163211
2017-12-09Ohio_State,0,0.5101786390047468,1,0.5201823104422983,1,0.5436885096168863,1,0.5159487294174953,1,0.5069662451691059,1,0.5252525252525253,1,0.5142353177070618,1,0.5184211780447157,1,0.5165167607934686,1,0.5174689693423293
2017-12-09Oklahoma_St,0,0.5082917726029847,1,0.5012145156527104,0,0.5055703776937287,1,0.5095103747379401,1,0.5,1,0.5202020202020202,1,0.5151745676994324,1,0.5035035849680076,1,0.5038024479182435,1,0.5036530163674693
2017-12-09Old_Dominion,0,0.5056104351909456,0,0.5047365948571398,0,0.504930018997878,1,0.5191385422109394,1,0.5078354919872563,1,0.5404040404040404,0,0.5018374025821686,1,0.5043675746556082,1,0.5056795237902232,1,0.5050235491464129
2017-12-09Oregon_St,1,0.5014645207165834,1,0.500494345511817,1,0.5122019606835526,1,0.5504430920317742,1,0.5281608784498769,1,0.5050505050505051,0,0.5013563632965088,1,0.5137289327914932,1,0.5140749799973492,1,0.5139019563190707
2017-12-09Pacific,1,0.5288627221340376,1,0.5140167784294895,0,0.5285923845746732,1,0.5142208661634793,1,0.505821941722368,1,0.5,1,0.5312559604644775,1,0.5082044414953183,1,0.5093567013440419,1,0.5087805713425361
2017-12-09Penn_State,0,0.5146692533778432,0,0.5027586960496149,0,0.5287261490457471,1,0.5078721031699072,1,0.5,1,0.5151515151515151,0,0.5111136138439178,0,0.5066105412788073,0,0.5058531058078801,0,0.5062318234682299
2017-12-09Pepperdine,0,0.5084201907961985,1,0.5000672207839422,0,0.5067865809390169,1,0.5303585395363972,1,0.5165747842673332,1,0.5,0,0.500150203704834,1,0.5043585853407374,1,0.5045818430966639,1,0.5044702141441183
2017-12-09Pittsburgh,0,0.5023800108591574,0,0.5216993430265515,0,0.5119407183493183,1,0.5138572801007442,1,0.5,1,0.5303030303030303,0,0.5191678106784821,0,0.5050967587852365,0,0.5030282686507853,0,0.5040625136433221
2017-12-09Portland,0,0.5033745726425801,0,0.502045421497461,1,0.5128658948889278,1,0.5007025923162179,0,0.5071424278638275,1,0.5656565656565656,0,0.5017715990543365,1,0.5059819638382222,1,0.5070017932814901,1,0.5064918784818443
2017-12-09Portland_St,0,0.5011612345679113,1,0.5014335802236292,1,0.5454861888069199,0,0.5068717243577037,1,0.5,1,0.5909090909090909,1,0.5094196200370789,1,0.5162610890500536,1,0.5171404567181478,1,0.5167007728045416
2017-12-09Providence,1,0.5186987170459635,0,0.5006895018280135,0,0.5135650369784769,1,0.511550312311723,1,0.5112066139396576,0,0.5404040404040404,1,0.5145527124404907,1,0.501257072354621,1,0.5016186713820527,1,0.5014378717944566
2017-12-09Richmond,1,0.5141175124581732,1,0.5110710716100962,1,0.5352649032772373,1,0.5209669692465729,1,0.5,1,0.5252525252525253,1,0.5062549710273743,1,0.516570533849055,1,0.5159646333298349,1,0.5162675835119228
2017-12-09Rider,0,0.5176749334357904,0,0.5037855888451341,1,0.5309636593392213,1,0.5079002932260519,1,0.5,1,0.5303030303030303,0,0.5248096287250519,1,0.5031268112388152,1,0.5025120832184713,1,0.5028194471532011
2017-12-09SE_Missouri,1,0.5032286360889292,0,0.501876218089925,1,0.5294681374116259,0,0.5080472151697429,1,0.5,0,0.5252525252525253,0,0.5036598443984985,1,0.5015534548608693,1,0.500368114872874,1,0.5009607847930666
2017-12-09S_Carolina,0,0.5178815458775173,1,0.5064275247782376,0,0.5158646185306164,1,0.5086824524063551,1,0.5,0,0.5101010101010099,1,0.5083516836166382,0,0.5019432775990624,0,0.5027159786127756,0,0.5023296280298413
2017-12-09S_Illinois,0,0.5179411806507994,0,0.5071272411902383,0,0.5206359452245266,1,0.5007646677078108,1,0.5,1,0.5303030303030303,0,0.5076235830783844,0,0.5057804501009435,0,0.504698881369542,0,0.5052396656605045
2017-12-09S_Utah,1,0.5041768239396983,1,0.5015181958759991,1,0.5781437721862707,0,0.5221320157281131,0,0.5138743763538643,0,0.5101010101010099,0,0.5118211209774017,1,0.5076502677581027,1,0.5049756706703178,1,0.5063129691394306
2017-12-09Sac_State,0,0.5008231967729764,1,0.500024983847171,0,0.6012568973884239,0,0.5334977902814249,0,0.5190190615380637,1,0.5101010101010099,0,0.5007101893424988,0,0.5252429051517669,0,0.522595573889063,0,0.5239192394458799
2017-12-09Saint_Louis,0,0.5146159153672722,1,0.5014297048706725,0,0.538126639956778,0,0.5072735795481544,0,0.5114388390143055,1,0.5050505050505051,0,0.5052788853645325,0,0.51111530785508,0,0.5108042371798508,0,0.5109597724420586
2017-12-09Samford,1,0.5300473369950959,0,0.5189129734181606,0,0.6358206009796854,1,0.5110104872666894,1,0.5,0,0.5050505050505051,1,0.5067259669303894,0,0.5232695555317267,0,0.5176123488925555,0,0.5204409521374452
2017-12-09San_Diego,0,0.5056087021686324,1,0.5013832606832832,0,0.5038396018983228,1,0.5199447142317807,1,0.5089959883589465,0,0.5101010101010099,0,0.5017364323139191,1,0.5019706005812676,1,0.5017201117440316,1,0.501845356088366
2017-12-09San_Diego_St,0,0.5155800329419935,1,0.5009625687459781,1,0.5394803438792112,1,0.5112714989672185,1,0.5,1,0.5606060606060606,1,0.5131403207778931,1,0.5141930673179399,1,0.5139772313231354,1,0.5140851492432382
2017-12-09San_Jose_St,1,0.5160378533300457,0,0.5006247785202361,1,0.5200183197558621,1,0.5057244054846699,1,0.5052588621613536,1,0.5505050505050505,1,0.5202203392982483,1,0.5138201349574141,1,0.5152323352717585,1,0.5145262350362904
2017-12-09Santa_Clara,0,0.5070249002959399,1,0.5105226411040317,1,0.5059225588470548,1,0.5086288151939639,1,0.5,1,0.5404040404040404,1,0.5037887096405029,1,0.5076877891261076,1,0.5076469324780233,1,0.5076673607248704
2017-12-09Seton_Hall,0,0.5157277823765017,1,0.5066561887251765,1,0.5512833522096273,1,0.5111247503865702,1,0.5,1,0.5151515151515151,1,0.5244615077972412,1,0.515337490023461,1,0.5134094962955351,1,0.514373493084194
2017-12-09St_Bonavent,0,0.5082129204609702,0,0.510748650625991,0,0.521406370381544,1,0.5111153224360859,1,0.5,0,0.5505050505050505,0,0.5065534710884094,0,0.5105190177463311,0,0.5108917289627652,0,0.5107053732760748
2017-12-09St_Josephs,1,0.5234862982898716,1,0.5013580147202105,0,0.5079077349548404,1,0.5175651569468487,1,0.5120705124449291,1,0.5101010101010099,1,0.5286266207695007,1,0.5104066412143681,1,0.5119120651394067,1,0.51115935310014
2017-12-09TN_Tech,1,0.5069118230499394,0,0.5011250308506826,1,0.5145918451941588,0,0.5037745997221506,1,0.5,0,0.5505050505050505,0,0.5129285752773285,0,0.5033047808117587,0,0.504657749373124,0,0.5039812650152053
2017-12-09TX_El_Paso,0,0.5173433503685222,0,0.5094530836645734,0,0.5050920550774406,1,0.5046054395752398,1,0.5,0,0.5101010101010099,0,0.5088524222373962,0,0.506275498259403,0,0.5064733536948585,0,0.5063744259002858
2017-12-09Temple,0,0.5167068316403983,0,0.5059904017426409,0,0.5263084090347296,1,0.5036400109317738,1,0.5,1,0.5050505050505051,0,0.5054932832717896,0,0.5077884415102774,0,0.5071900343479238,0,0.5074892378532182
2017-12-09Tennessee,0,0.5115621636279386,0,0.5192181879533078,1,0.5061008217650733,1,0.5146898742069809,1,0.5,1,0.5757575757575758,0,0.5074624419212341,1,0.503180811394669,1,0.5054363109004669,1,0.5043085610703191
2017-12-09Toledo,0,0.5144158903243043,1,0.5025747156630145,0,0.5031561182924669,1,0.5119691834428687,1,0.5073700683820905,0,0.5151515151515151,0,0.5000968873500824,0,0.5002556832367033,0,0.5010058013843706,0,0.5006307422341874
2017-12-09Tulsa,1,0.5103206125862775,0,0.5132576018564645,1,0.5417038418091056,0,0.5087942089974986,1,0.5,0,0.5656565656565656,1,0.5012996196746826,0,0.5005705226774171,0,0.5021806667107795,0,0.5013755946156686
2017-12-09UAB,1,0.5108974106438275,1,0.5089280181621689,1,0.5362195082587258,1,0.5023149922759945,1,0.5052826603801813,1,0.5606060606060606,1,0.5194380283355713,1,0.518435173907388,1,0.5189537699164012,1,0.518694471832873
2017-12-09UCLA,1,0.515049353240714,1,0.5055165230440645,1,0.5152299625636936,1,0.5073880355352832,1,0.5077108164035888,1,0.5505050505050505,1,0.5125184655189514,1,0.5136088483033054,1,0.5148152953421712,1,0.5142120717441847
2017-12-09UCSB,0,0.5019072825749229,0,0.5029201506152517,0,0.5094531188050486,0,0.5104713676078891,1,0.5,0,0.6010101010101011,0,0.5045419633388519,0,0.5131300483313543,0,0.5151678929643349,0,0.5141489705675527
2017-12-09UNLV,0,0.5156990748987769,1,0.5072753146842558,1,0.5428313180886097,1,0.50633672971619,1,0.5,1,0.5151515151515151,0,0.5068426728248596,1,0.5088672251453481,1,0.5070677788991796,1,0.5079675019469275
2017-12-09U_Mass,0,0.5160472484937837,0,0.5081790003158485,0,0.5513586194278535,0,0.5025625008570876,0,0.5055198937124744,1,0.5050505050505051,0,0.5025951266288757,0,0.5139590034211345,0,0.5126389210032113,0,0.5132989621362142
2017-12-09U_Penn,1,0.5297652569343939,0,0.5142302527926204,0,0.5537006635186108,1,0.5119281756002719,1,0.5,1,0.5151515151515151,1,0.5502645969390869,1,0.5005616522288275,1,0.504289071137579,1,0.5024253616066688
2017-12-09Utah,0,0.5185178870594735,1,0.5027294154074444,0,0.5345322924408917,0,0.5001732949628586,1,0.5,1,0.5303030303030303,1,0.5147169232368469,0,0.5033578798957873,0,0.5023881448247918,0,0.5028730122860152
2017-12-09Utah_State,1,0.5109119905166437,0,0.5042255677590635,1,0.5176737043389367,0,0.5121557958844309,0,0.5057464896947168,0,0.5505050505050505,1,0.5070101022720337,0,0.5021362815509878,0,0.5033288530855364,0,0.5027325672410712
2017-12-09VCU,1,0.5117957759289562,0,0.5049640324664131,0,0.5223868952653479,0,0.5019994100189225,1,0.5,0,0.6060606060606061,1,0.5092146396636963,0,0.5115899635005904,0,0.5128245292547186,0,0.512207246297693
2017-12-09Valparaiso,1,0.5109119905166437,0,0.5040283602684132,1,0.5028697905240149,1,0.5095695356711911,1,0.5108179723939067,0,0.5505050505050505,1,0.5104146599769592,1,0.5009167984665543,1,0.5004946707144929,1,0.5007057345177047
2017-12-09WI-Grn_Bay,1,0.5083533226718401,0,0.5026088566665771,1,0.5130243156999834,0,0.5161046872847331,0,0.5097238445838425,0,0.6060606060606061,0,0.5141046047210693,0,0.5115082170478085,0,0.5142459720395139,0,0.5128770944636455
2017-12-09WI-Milwkee,0,0.5050560756344579,0,0.503443486447487,0,0.5189024135389892,0,0.5239235065325238,0,0.505834665798659,0,0.6010101010101011,0,0.5052838921546936,0,0.5181700849566968,0,0.5201211754087371,0,0.5191456301022415
2017-12-09W_Illinois,0,0.514882417380361,1,0.5009823307464671,0,0.5005432487592099,0,0.5158128794633423,0,0.5148133415575472,1,0.5303030303030303,0,0.5079778432846069,0,0.5043410753055164,0,0.504506609136131,0,0.5044238421466438
2017-12-09W_Michigan,1,0.5200792136627352,0,0.5036993547060261,1,0.5462978595681127,1,0.5172854112347257,1,0.5152098414889977,0,0.5303030303030303,1,0.5382030606269836,1,0.5171903346117016,1,0.5165083638733743,1,0.5168493491682341
2017-12-09W_Virginia,1,0.5156497521680196,1,0.503503368269569,1,0.5437856211807672,1,0.5230783366947774,1,0.5193135804820633,1,0.5505050505050505,1,0.5358728170394897,1,0.5254617793281794,1,0.5263314357920748,1,0.5258966074816441
2017-12-09Wash_State,1,0.5019286774507274,0,0.5024832000991803,0,0.5158344141366729,0,0.5122438887963006,1,0.5,0,0.5151515151515151,0,0.5115061998367311,0,0.5079154909467352,0,0.5076137569434095,0,0.507764623869287
2017-12-09Weber_State,1,0.5109543119921961,0,0.5034538084396941,1,0.5037468384811697,0,0.5061597562819293,1,0.5,0,0.5505050505050505,0,0.5097938179969788,0,0.5052542267219423,0,0.5060212895391979,0,0.5056377580534198
2017-12-09Wichita_St,1,0.5081890216284777,0,0.507623018965935,1,0.5049137644984467,0,0.5016271551347586,1,0.5057747393237777,0,0.5101010101010099,1,0.5033491849899292,1,0.5002770045043743,1,0.5007761505339154,1,0.5005265774446216
2017-12-09Wisconsin,0,0.5082587662552699,0,0.5069543297750786,0,0.5155917425380311,1,0.520101341687498,1,0.5088579755847422,0,0.5505050505050505,1,0.5062819719314575,0,0.5044726022678371,0,0.5049745049946408,0,0.5047235535529531
2017-12-09Wm_&_Mary,0,0.5013047972870239,0,0.506645873777092,0,0.5030656601396364,0,0.5113031238194229,1,0.5,0,0.5050505050505051,0,0.510279655456543,0,0.5056819881731224,0,0.5053653042002829,0,0.5055236461110526
2017-12-09Wright_State,0,0.5065358249019134,1,0.5153921472346016,0,0.5090069345908763,1,0.5030465351606376,1,0.5,0,0.5101010101010099,1,0.517092764377594,1,0.5028601912930903,1,0.5018264549063101,1,0.5023433230247624
2017-12-09Wyoming,0,0.5079929358103736,1,0.5086967175022784,0,0.5253473498460339,0,0.5044182408472522,0,0.5078728191191109,1,0.5252525252525253,1,0.510331928730011,0,0.5017977522146551,0,0.5014056655930749,0,0.5016017088301628
2017-12-09Xavier,0,0.5219683193500975,1,0.501868345078705,1,0.5090324442383439,1,0.5071090792615784,1,0.5052988050807253,1,0.5101010101010099,1,0.5223487615585327,1,0.5051659366734694,1,0.5045121214357188,1,0.504839028980094
2017-12-09Yale,1,0.5160846904632309,0,0.5129333202194767,1,0.5149869570065421,1,0.5086979294015987,1,0.5073586445347585,0,0.5202020202020202,1,0.5119403004646301,1,0.5040132683990193,1,0.5045667308305555,1,0.5042899995406399
2017-12-09Youngs_St,1,0.5197375668595237,1,0.5084006062534483,0,0.5047835372599361,0,0.5039611969355072,0,0.5053137437324149,0,0.5050505050505051,1,0.5099232792854309,1,0.5028903626085429,1,0.5029833054529395,1,0.5029368339545868
2017-12-10Arizona_St,0,0.501502788677124,1,0.5008454808359738,1,0.5289553372620956,0,0.5076718519609449,1,0.5,1,0.5909090909090909,0,0.5162245631217957,1,0.5094026244868537,1,0.5106869645504399,1,0.5100447944391342
2017-12-10Charlotte,1,0.5287627139324477,0,0.50693821791488,0,0.5099464225976928,1,0.5066854042452145,1,0.5,1,0.5606060606060606,1,0.536684513092041,1,0.5110853275309096,1,0.5142416855681868,1,0.5126635064704267
2017-12-10Chattanooga,1,0.5019807367971307,0,0.5020097226583266,0,0.5049126369810979,1,0.511757647769595,1,0.5,1,0.5,1,0.5026304721832275,1,0.5010571060527658,1,0.5013200480445681,1,0.5011885769736684
2017-12-10E_Kentucky,1,0.5059775314437304,0,0.5055726465209198,1,0.5056208726334035,0,0.5170735622530647,0,0.5086298796439507,0,0.5555555555555556,0,0.5036830604076385,0,0.5081768203168285,0,0.5093350712009472,0,0.5087559456811304
2017-12-10E_Washingtn,1,0.5197167961727701,1,0.5049209064260493,1,0.5222357227548972,1,0.5014065584323103,1,0.5,1,0.5,1,0.5106325745582581,1,0.5090563190087679,1,0.5088423837891394,1,0.5089493513227218
2017-12-10Florida_St,0,0.513966629763299,0,0.5027528800120801,1,0.5016388958035687,1,0.5186612933719712,1,0.5074806303192941,1,0.5050505050505051,1,0.5176747441291809,1,0.5047009740033801,1,0.5046424580652239,1,0.5046717159598855
2017-12-10Gonzaga,1,0.5158046828872467,0,0.5186809746451353,1,0.5069646592001742,1,0.5153996520010486,1,0.5139771090767637,0,0.5202020202020202,1,0.5143345594406128,1,0.5034202571704972,1,0.5046695396993435,1,0.5040448983610744
2017-12-10IUPUI,1,0.5108665277158754,0,0.5094368928131567,0,0.5195834648308779,0,0.5106620212122193,1,0.5,0,0.5656565656565656,0,0.5062172710895538,0,0.5122509180583726,0,0.5123721667824885,0,0.5123115423422193
2017-12-10James_Mad,1,0.5160378533300457,0,0.5005642423178336,1,0.5053789135531163,1,0.5028812562035042,1,0.5,1,0.5505050505050505,1,0.5353407859802246,1,0.5121907117580546,1,0.5139166066368768,1,0.5130536591191667
2017-12-10Kansas,0,0.5186762237436628,1,0.512100650249737,1,0.5185453269877589,1,0.5233142356300065,1,0.5166791223171329,0,0.5202020202020202,1,0.5015997290611267,1,0.5078920378226855,1,0.5059576427874992,1,0.5069248402314311
2017-12-10La_Salle,1,0.5302505506307756,0,0.526474149104,0,0.6485503438287108,0,0.5026169244773946,0,0.5078959421465971,0,0.5252525252525253,1,0.5333276391029358,0,0.5281767296899866,0,0.522299071590349,0,0.525237900564094
2017-12-10Missouri_St,1,0.5024290248307159,1,0.5004571422466271,0,0.5030100865697313,1,0.5080833240107984,1,0.5125123071961947,0,0.5101010101010099,1,0.515485405921936,1,0.5038274260488078,1,0.504083608532489,1,0.5039555172160092
2017-12-10N_Kentucky,0,0.5184305011039174,0,0.5065763225837419,1,0.5368859928449237,1,0.507644194382739,1,0.5059828441591154,0,0.5101010101010099,0,0.5172573328018188,1,0.5019044173060744,1,0.5004753885208533,1,0.5011899028402192
2017-12-10Ohio,1,0.5061223677292338,1,0.5068885622869096,1,0.5031177462032059,1,0.523237808394055,1,0.5052991892905602,1,0.5505050505050505,1,0.5227534174919128,1,0.5142095259971027,1,0.5152631290338632,1,0.514736327437307
2017-12-10Oral_Roberts,0,0.5083249159669829,0,0.5081370182301277,0,0.5120822066975321,1,0.5004294279389773,0,0.5069401986871334,0,0.5505050505050505,0,0.5099771022796631,0,0.5111851052129578,0,0.512119610225397,0,0.5116523576408291
2017-12-10Purdue,0,0.5136947082611818,0,0.5104835717170053,0,0.546684537392724,1,0.5197168503960177,1,0.5138468660363507,0,0.5101010101010099,0,0.5040048062801361,0,0.5091016530848566,0,0.5076370279718696,0,0.5083693404516492
2017-12-10Richmond,1,0.5144809841686426,1,0.5079464812115809,0,0.5170807405516367,1,0.5189913988221646,1,0.5,1,0.5101010101010099,1,0.5077732205390929,1,0.5050163057673709,1,0.5056962649496168,1,0.5053562852818674
2017-12-10SIU_Edward,1,0.5019807367971307,0,0.5030207845292576,0,0.50376538852147,1,0.5085440271621919,1,0.5,1,0.5,0,0.500091165304184,1,0.5001865639482552,1,0.5004820404913685,1,0.5003343021448639
2017-12-10S_Alabama,0,0.5021507296562144,0,0.5083706582010066,0,0.5155068281256094,0,0.514353084368826,1,0.5,1,0.5252525252525253,0,0.5120767951011658,0,0.506637025727131,0,0.5051657526258538,0,0.5059013891022289
2017-12-10S_Mississippi,0,0.5146692533778432,1,0.5057716947409021,0,0.5291304764214757,0,0.506953071537951,0,0.5079585132777042,1,0.5151515151515151,0,0.5008268356323242,0,0.5066469944433787,0,0.5064750323002468,0,0.5065610132971254
2017-12-10South_Dakota,0,0.5123716271025007,1,0.5049545241670348,0,0.5006062970637154,1,0.5129765341212295,1,0.505179266575807,1,0.5202020202020202,0,0.5025065541267395,1,0.5034316642514797,1,0.5033243369976802,1,0.5033780005489408
2017-12-10Troy,1,0.5013044581333251,0,0.5115053611438695,0,0.5249021684257922,0,0.5074517714927106,1,0.5,1,0.5252525252525253,0,0.5270652174949646,0,0.509646786760956,0,0.5077063848790009,0,0.5086765857457309
2017-12-10Tulane,1,0.5052430161337077,0,0.5026249752744079,0,0.5084329978617439,0,0.5205565481928012,0,0.5092458450042959,0,0.5353535353535354,0,0.5167020559310913,0,0.5109460250964188,0,0.5114561332831034,0,0.5112010791131243
2017-12-10Villanova,0,0.5168737127331597,1,0.5066644193144576,0,0.5118986451209779,1,0.5179723022046021,1,0.5113399945994396,1,0.5303030303030303,1,0.5245141386985779,1,0.5072612736707576,1,0.5076988826990375,1,0.5074800781088927
2017-12-10W_Kentucky,1,0.5052814490643964,0,0.5039724019908258,0,0.5033449887836131,0,0.5021122467812218,1,0.5,1,0.5151515151515151,1,0.5165560841560364,1,0.5023644492120924,1,0.5032809891566132,1,0.5028227191085298
2017-12-10Washington,0,0.5179258355343916,1,0.5213125259187041,0,0.5372676491635833,1,0.504327706005843,1,0.5,0,0.6010101010101011,1,0.5016286373138428,0,0.5118081791963481,0,0.5150150228204101,0,0.5134116009284979
2017-12-11Alab_A&M,1,0.5076045394287725,0,0.5027242091728885,1,0.5013054872638414,0,0.5075406020932431,1,0.5,0,0.5050505050505051,0,0.5162515044212341,0,0.5032818356056414,0,0.5030482442807162,0,0.5031650398681703
2017-12-11Bryant,1,0.5195753874682831,1,0.5048907092134333,0,0.5355871963549006,1,0.501660253449199,1,0.5,0,0.5404040404040404,1,0.5356582999229431,0,0.5013983024433645,0,0.5009130529901888,0,0.5011556776409798
2017-12-11Chicago_St,1,0.5009649029524564,1,0.5006548017381142,1,0.5135327515962971,0,0.5193779761576518,0,0.5074507330587406,1,0.5050505050505051,0,0.5108284056186676,0,0.5021789955057872,0,0.5025840003067097,0,0.5023814978315819
2017-12-11DePaul,0,0.515166717306164,0,0.5071152734578005,1,0.5108033002082298,1,0.5364169607551303,1,0.5233141699186477,1,0.5101010101010099,0,0.5023161768913269,1,0.5075341004395542,1,0.5078465348211914,1,0.5076903175559818
2017-12-11Drake,1,0.5104944262532571,0,0.5017408397569729,1,0.5028609919726981,0,0.5143920592584974,0,0.5079737585729671,0,0.5050505050505051,1,0.5047769546508789,0,0.5015305803050076,0,0.501426856074533,0,0.5014787181149554
2017-12-11Florida_Intl,1,0.5105267782491916,0,0.5056780570973317,0,0.5062016531312267,1,0.5099724868699388,1,0.5117083124656843,0,0.5050505050505051,0,0.5062353610992432,1,0.5004765903639301,1,0.5014548644344725,1,0.5009657273242113
2017-12-11Louisville,1,0.5054917342377727,0,0.5044630675446945,1,0.5015888711193299,1,0.5444946684440578,1,0.5213187870845738,1,0.6010101010101011,1,0.5262342691421509,1,0.5212164102880927,1,0.5245039046829281,1,0.5228601574054084
2017-12-11Minnesota,0,0.5198197708383865,0,0.5000088329123713,0,0.6040062169177527,1,0.5166939437932795,1,0.5126612504098836,1,0.5050505050505051,1,0.5111826062202454,0,0.5153341250655585,0,0.512675380828525,0,0.5140047528713029
2017-12-11Northwestern,0,0.510784591345915,0,0.5087399232979615,1,0.5217729241172185,1,0.5343834123373473,1,0.5209792194430547,1,0.5404040404040404,1,0.5048869252204895,1,0.5126130187387773,1,0.5135548471509597,1,0.5130839328688245
2017-12-11Oregon,0,0.5177330094135231,0,0.5084148660842223,0,0.5094382411467182,1,0.5332696120019131,1,0.524203100715707,1,0.5050505050505051,1,0.5012120008468628,1,0.5029509444851521,1,0.503741979375229,1,0.5033464618562454
2017-12-11S_Florida,0,0.5082587662552699,0,0.5155999124258153,0,0.5156427839640461,0,0.5042856125148596,0,0.508704865021231,0,0.5505050505050505,0,0.5157002806663513,0,0.515129528294221,0,0.5155899038736969,0,0.5153597160052408
2017-12-11TX_Southern,1,0.5294396308891381,1,0.5003807910463127,0,0.5218344581863219,1,0.5033142419970056,1,0.5,0,0.5050505050505051,1,0.5364363789558411,1,0.5045702328593581,1,0.5061002234669454,1,0.5053352280869132
2017-12-12Albany,1,0.5075793108696293,0,0.5103123454220773,0,0.515357713435656,0,0.503274220810368,1,0.5,0,0.5202020202020202,1,0.5238856673240662,0,0.5030004103394543,0,0.5021458345270275,0,0.5025731223570942
2017-12-12Boston_Col,1,0.5025162888765627,0,0.509615485235136,0,0.5015735343826362,1,0.5270998552393571,1,0.5084553853733403,1,0.5,1,0.5209908485412598,1,0.5059843677933219,1,0.5068168571687133,1,0.5064006124063726
2017-12-12Charl_South,1,0.5107844193928207,1,0.5169480867477618,0,0.511220447728434,0,0.5009646270733876,1,0.5,0,0.5050505050505051,1,0.5323025584220886,1,0.5066718565455407,1,0.506373718046666,1,0.5065227872199692
2017-12-12Cincinnati,0,0.505306427120214,1,0.501486871271456,1,0.5099988339470263,1,0.5138643546662501,1,0.5,1,0.5656565656565656,1,0.5290624499320984,1,0.5130897242667569,1,0.5141587767254556,1,0.5136242504180144
2017-12-12Colorado,0,0.5082129204609702,0,0.5152960933147653,0,0.5257481736604019,1,0.5003610544890483,0,0.5054771799107506,0,0.5505050505050505,1,0.5129116773605347,0,0.51187092860993,0,0.5119107700173253,0,0.5118908492349269
2017-12-12Columbia,1,0.5065875400105876,1,0.5038427354408983,1,0.514034802643182,0,0.5002811949699774,1,0.5053746034932824,0,0.5101010101010099,0,0.5049117505550385,1,0.5032139122752208,1,0.5027229307284644,1,0.5029684214268261
2017-12-12E_Washingtn,1,0.5204739095192129,1,0.5061907378588082,1,0.5120116728606072,0,0.5053414944548615,1,0.5,0,0.5050505050505051,1,0.5192983150482178,1,0.5072902659081341,1,0.5072522040365157,1,0.5072712348962441
2017-12-12Fordham,1,0.5313948552482107,1,0.5130301198385847,0,0.5164582540648242,1,0.5118309557225463,1,0.5,0,0.5303030303030303,1,0.5271917581558228,1,0.5063995637681235,1,0.5064572256138903,1,0.5064283946153006
2017-12-12GA_Southern,1,0.5010074710773399,0,0.5037084818912292,1,0.5164690841260551,0,0.5046323704020315,1,0.5051837968487042,0,0.5050505050505051,0,0.5097336769104004,1,0.5004846409749291,1,0.5002875170843497,1,0.500386078955027
2017-12-12Geo_Mason,0,0.5067562499567856,0,0.5050241045285282,0,0.5138121968802136,1,0.5113422991394382,1,0.5,0,0.5101010101010099,1,0.5125634670257568,0,0.5017362317830064,0,0.5015582832072923,0,0.5016472574190552
