idx,raw_lightgbc_prediction,raw_lightgbc_confidence,raw_log_prediction,raw_log_confidence,raw_linsvc_prediction,raw_linsvc_confidence,raw_knn_prediction,raw_knn_confidence,+pts_log_prediction,+pts_log_confidence,raw_keras_prediction,raw_keras_confidence,accuracy_voter_prediction,accuracy_voter_confidence,loss_voter_prediction,loss_voter_confidence,combined_voter_prediction,combined_voter_confidence
2017-11-10N_Kentucky,1,0.6099028300396016,1,0.6113584280109419,1,0.615958492599045,1,0.6325301204819277,1,0.6217721128832224,1,0.6218286752700806,1,0.6148159995499991,1,0.616629807367582,1,0.615722903397437
2017-11-10Navy,1,0.603614677004459,1,0.5718034917162325,1,0.5830040256850498,1,0.6204819277108434,0,0.5459915949942296,1,0.5651887059211731,1,0.5818261865024423,1,0.5768454054462894,1,0.5793357959220448
2017-11-10Neb_Omaha,0,0.5272760027088559,0,0.5348988361497398,0,0.5535640824847919,0,0.5542168674698795,1,0.5626721818760041,0,0.5388750433921814,0,0.5339954183334685,0,0.5294196945838542,0,0.5317075564113645
2017-11-10Nevada,1,0.8151573405465123,1,0.7946651351806022,1,0.8016339990544696,1,0.7771084337349398,1,0.8081809428438056,1,0.8026294708251953,1,0.8016728495114084,1,0.8001962561672125,1,0.8009345527584919
2017-11-10Niagara,0,0.8373802233996711,0,0.7677828990494163,0,0.7792546947299431,0,0.7831325301204819,0,0.7857841789956386,0,0.7933779954910278,0,0.7936199276451178,0,0.792457045585265,0,0.7930384865346068
2017-11-10North_Dakota,0,0.6668283689732615,0,0.6283470240812881,0,0.6415180051258941,0,0.6144578313253012,0,0.7003821602604533,0,0.6609233021736145,0,0.646051290509691,0,0.6470752199657988,0,0.646563255170043
2017-11-10Oakland,1,0.7687181909069453,1,0.744960358208805,1,0.749158375995705,1,0.7349397590361446,1,0.8503061993420092,1,0.7589040398597717,1,0.7582181123389072,1,0.7622581745755463,1,0.7602381433764855
2017-11-10Oklahoma_St,1,0.8985347892158148,1,0.9102318678454359,1,0.9064022963835984,1,0.9036144578313252,1,0.9460001158311272,1,0.8897651433944702,1,0.9072476477393026,1,0.9093871363773223,1,0.9083173919658942
2017-11-10Old_Dominion,1,0.6604731863726421,1,0.6143134858579354,1,0.6134942965115165,1,0.7289156626506024,1,0.508291832858939,1,0.629912257194519,1,0.6320430276499118,1,0.6319431475891408,1,0.6319930875610472
2017-11-10Oregon_St,1,0.7289775527499399,1,0.7468869849787659,1,0.7470415386294763,1,0.7771084337349398,1,0.7803488731845641,1,0.7672275900840759,1,0.7465430396999074,1,0.7510260172599149,1,0.7487845284044526
2017-11-10Pepperdine,0,0.8899636490255809,0,0.8845659350467625,0,0.8876290577019919,0,0.8614457831325302,0,0.8347047356413633,0,0.8787956833839417,0,0.8818911485730205,0,0.8773179200819827,0,0.8796045342414215
2017-11-10Pittsburgh,0,0.5169353407867325,0,0.5341568119895113,0,0.5416372026129113,0,0.6024096385542169,0,0.6080134527324093,0,0.5206053853034973,0,0.5419868237337717,0,0.5508296158024792,0,0.5464082197122521
2017-11-10Purdue,1,0.9214416641331492,1,0.9104017356809341,1,0.9093413954058884,1,0.927710843373494,1,0.9146244857630084,1,0.8891303539276123,1,0.9151795618828373,1,0.9161569843038634,1,0.915668273001494
2017-11-10Rice,1,0.7696152444648475,1,0.7340576547355798,1,0.722918454296073,1,0.7530120481927711,1,0.7754021141924808,1,0.7490881681442261,1,0.7454580776707719,1,0.7480544097230447,1,0.7467562436191005
2017-11-10Richmond,1,0.8473901029972649,1,0.8351187140213638,1,0.8332643190139175,1,0.7891566265060241,1,0.8519669476241106,1,0.8362646102905273,1,0.8348157488558292,1,0.8323554623623208,1,0.8335856055240145
2017-11-10SIU_Edward,0,0.9213834437918343,0,0.9059503689735942,0,0.9060844041410684,0,0.927710843373494,0,0.9100999761969332,0,0.8952764868736267,0,0.9127468259940099,0,0.9137915612038325,0,0.9132691935073538
2017-11-10S_Alabama,0,0.8333078463899374,0,0.8074202074951651,0,0.8124353394726191,0,0.8012048192771084,0,0.8381251047280988,0,0.8223584145307541,0,0.8175189710601852,0,0.8175966673544934,0,0.8175578191240185
2017-11-10S_Carolina,1,0.651155102094399,1,0.6165920613298169,1,0.5991913475445165,1,0.5240963855421686,1,0.7737717634786301,1,0.6547594666481018,1,0.6222438151569994,1,0.6242416702353918,1,0.6232427426240793
2017-11-10S_Dakota_St,1,0.7249838411183919,1,0.7170881112722293,1,0.7199788864025818,1,0.7048192771084337,1,0.7753502027746121,1,0.741690456867218,1,0.722427044503415,1,0.7244016976451363,1,0.7234143709994035
2017-11-10S_Florida,0,0.5172761421838131,1,0.5198972500508883,1,0.5254829142722419,1,0.5120481927710844,1,0.5640611696205795,1,0.5140138864517212,1,0.512526700607295,1,0.5156352401333094,1,0.5140809703182423
2017-11-10S_Utah,0,0.7792949419933833,0,0.7076398844094306,0,0.6965688049703713,0,0.6987951807228916,0,0.7405516246504791,0,0.7442428171634674,0,0.7264030787961041,0,0.7253390002795717,0,0.725871039461292
2017-11-10Sac_State,0,0.8333103774190981,0,0.8114230882760071,0,0.8231239668435926,0,0.7710843373493976,0,0.8109341960450107,0,0.8201219588518143,0,0.8171874336839899,0,0.8132110468056578,0,0.8151992401631968
2017-11-10Samford,0,0.8473786015987856,0,0.8182288462104192,0,0.8311173980989127,0,0.8554216867469879,0,0.8679488777245968,0,0.8268234133720398,0,0.8366560282143533,0,0.8401490144715937,0,0.8384025212578516
2017-11-10San_Fransco,1,0.7180772038981786,1,0.7187836019632778,1,0.7265887849933282,1,0.6325301204819277,1,0.7663737734566797,1,0.7405427694320679,1,0.715411075847356,1,0.7121144703629291,1,0.7137627730313102
2017-11-10Siena,0,0.6787713928800799,0,0.660188521452647,0,0.6632563641136472,0,0.6325301204819277,0,0.6630431964742475,0,0.6956071853637695,0,0.6639858569963683,0,0.6615022992812123,0,0.6627440780718531
