idx,+pts_lightgbc_prediction_0,+pts_lightgbc_prediction_0.01,+pts_lightgbc_prediction_0.02,+pts_lightgbc_prediction_0.03,+pts_lightgbc_prediction_0.04,+pts_lightgbc_prediction_0.05,+pts_lightgbc_prediction_0.06,+pts_lightgbc_prediction_0.07,+pts_lightgbc_prediction_0.08,+pts_lightgbc_prediction_0.09,+pts_lightgbc_prediction_0.1,+pts_linsvc_prediction_0,+pts_linsvc_prediction_0.01,+pts_linsvc_prediction_0.02,+pts_linsvc_prediction_0.03,+pts_linsvc_prediction_0.04,+pts_linsvc_prediction_0.05,+pts_linsvc_prediction_0.06,+pts_linsvc_prediction_0.07,+pts_linsvc_prediction_0.08,+pts_linsvc_prediction_0.09,+pts_linsvc_prediction_0.1,+pts_log_prediction_0,+pts_log_prediction_0.01,+pts_log_prediction_0.02,+pts_log_prediction_0.03,+pts_log_prediction_0.04,+pts_log_prediction_0.05,+pts_log_prediction_0.06,+pts_log_prediction_0.07,+pts_log_prediction_0.08,+pts_log_prediction_0.09,+pts_log_prediction_0.1,accuracy_voter_prediction_0,accuracy_voter_prediction_0.01,accuracy_voter_prediction_0.02,accuracy_voter_prediction_0.03,accuracy_voter_prediction_0.04,accuracy_voter_prediction_0.05,accuracy_voter_prediction_0.06,accuracy_voter_prediction_0.07,accuracy_voter_prediction_0.08,accuracy_voter_prediction_0.09,accuracy_voter_prediction_0.1,combined_voter_prediction_0,combined_voter_prediction_0.01,combined_voter_prediction_0.02,combined_voter_prediction_0.03,combined_voter_prediction_0.04,combined_voter_prediction_0.05,combined_voter_prediction_0.06,combined_voter_prediction_0.07,combined_voter_prediction_0.08,combined_voter_prediction_0.09,combined_voter_prediction_0.1,loss_voter_prediction_0,loss_voter_prediction_0.01,loss_voter_prediction_0.02,loss_voter_prediction_0.03,loss_voter_prediction_0.04,loss_voter_prediction_0.05,loss_voter_prediction_0.06,loss_voter_prediction_0.07,loss_voter_prediction_0.08,loss_voter_prediction_0.09,loss_voter_prediction_0.1,raw_keras_prediction_0,raw_keras_prediction_0.01,raw_keras_prediction_0.02,raw_keras_prediction_0.03,raw_keras_prediction_0.04,raw_keras_prediction_0.05,raw_keras_prediction_0.06,raw_keras_prediction_0.07,raw_keras_prediction_0.08,raw_keras_prediction_0.09,raw_keras_prediction_0.1,raw_knn_prediction_0,raw_knn_prediction_0.01,raw_knn_prediction_0.02,raw_knn_prediction_0.03,raw_knn_prediction_0.04,raw_knn_prediction_0.05,raw_knn_prediction_0.06,raw_knn_prediction_0.07,raw_knn_prediction_0.08,raw_knn_prediction_0.09,raw_knn_prediction_0.1,raw_lightgbc_prediction_0,raw_lightgbc_prediction_0.01,raw_lightgbc_prediction_0.02,raw_lightgbc_prediction_0.03,raw_lightgbc_prediction_0.04,raw_lightgbc_prediction_0.05,raw_lightgbc_prediction_0.06,raw_lightgbc_prediction_0.07,raw_lightgbc_prediction_0.08,raw_lightgbc_prediction_0.09,raw_lightgbc_prediction_0.1,raw_log_prediction_0,raw_log_prediction_0.01,raw_log_prediction_0.02,raw_log_prediction_0.03,raw_log_prediction_0.04,raw_log_prediction_0.05,raw_log_prediction_0.06,raw_log_prediction_0.07,raw_log_prediction_0.08,raw_log_prediction_0.09,raw_log_prediction_0.1
2017-11-25Furman,13938.0,7686.0,5111.0,2918.0,1612.0,1500.0,1300.0,1000.0,1000.0,1000.0,1000.0,1549.0,1543.0,1338.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2619.0,1933.0,1442.0,998.0,988.0,1102.0,1000.0,1000.0,1000.0,1000.0,1000.0,2370.0,1447.0,1146.0,934.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2696.0,1647.0,1146.0,934.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3115.0,1732.0,1235.0,1128.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1860.0,2308.0,1732.0,1345.0,1129.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,966.0,1275.0,1028.0,949.0,634.0,894.0,661.0,805.0,713.0,915.0,1028.0,1281.0,2097.0,1312.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3230.0,2155.0,1448.0,1142.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Georgetown,13938.0,7686.0,5111.0,2918.0,1612.0,1500.0,1300.0,1000.0,1000.0,1000.0,1000.0,1549.0,1543.0,1338.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2619.0,1933.0,1442.0,998.0,988.0,1102.0,1000.0,1000.0,1000.0,1000.0,1000.0,2370.0,1447.0,1146.0,934.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2696.0,1647.0,1146.0,934.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3115.0,1732.0,1235.0,1128.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1860.0,2308.0,1732.0,1345.0,1129.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1066.0,1375.0,1028.0,949.0,634.0,894.0,661.0,805.0,713.0,915.0,1028.0,1281.0,2097.0,1312.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3230.0,2155.0,1448.0,1142.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Hofstra,13938.0,7686.0,5111.0,2918.0,1612.0,1500.0,1300.0,1000.0,1000.0,1000.0,1000.0,1549.0,1543.0,1338.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2619.0,1933.0,1442.0,998.0,988.0,1102.0,1000.0,1000.0,1000.0,1000.0,1000.0,2370.0,1447.0,1146.0,934.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2696.0,1647.0,1146.0,934.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3115.0,1732.0,1235.0,1128.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1860.0,2308.0,1732.0,1345.0,1129.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1166.0,1475.0,1128.0,1049.0,734.0,994.0,761.0,905.0,713.0,915.0,1028.0,1281.0,2097.0,1312.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3230.0,2155.0,1448.0,1142.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Idaho,13822.0,7686.0,5111.0,2918.0,1612.0,1500.0,1300.0,1000.0,1000.0,1000.0,1000.0,1549.0,1543.0,1338.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2619.0,1933.0,1442.0,998.0,988.0,1102.0,1000.0,1000.0,1000.0,1000.0,1000.0,2370.0,1447.0,1146.0,934.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2696.0,1647.0,1146.0,934.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3115.0,1732.0,1235.0,1128.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1860.0,2308.0,1732.0,1345.0,1129.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1266.0,1575.0,1128.0,1049.0,734.0,994.0,761.0,905.0,713.0,915.0,1028.0,1281.0,2097.0,1312.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3230.0,2155.0,1448.0,1142.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Indiana_St,13922.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1649.0,1643.0,1438.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2719.0,2033.0,1542.0,1098.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2470.0,1547.0,1246.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2796.0,1747.0,1246.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3215.0,1832.0,1335.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1960.0,2408.0,1832.0,1445.0,1129.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1366.0,1675.0,1228.0,1149.0,834.0,994.0,761.0,905.0,713.0,915.0,1028.0,1281.0,2097.0,1312.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3230.0,2155.0,1448.0,1142.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Iowa_State,13922.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1557.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2627.0,1941.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2378.0,1455.0,1154.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2704.0,1655.0,1154.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3123.0,1740.0,1243.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1960.0,2408.0,1832.0,1445.0,1129.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1274.0,1583.0,1136.0,1057.0,742.0,994.0,761.0,905.0,713.0,915.0,1028.0,1189.0,2005.0,1220.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3230.0,2155.0,1448.0,1142.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Loyola-Chi,13922.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1557.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2627.0,1941.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2378.0,1455.0,1154.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2704.0,1655.0,1154.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3123.0,1740.0,1243.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1960.0,2408.0,1832.0,1445.0,1129.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1274.0,1583.0,1136.0,1057.0,742.0,994.0,761.0,905.0,713.0,915.0,1028.0,1189.0,2005.0,1220.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3230.0,2155.0,1448.0,1142.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Maryland,13922.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1557.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2627.0,1941.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2378.0,1455.0,1154.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2704.0,1655.0,1154.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3123.0,1740.0,1243.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1960.0,2408.0,1832.0,1445.0,1129.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1274.0,1583.0,1136.0,1057.0,742.0,994.0,761.0,905.0,713.0,915.0,1028.0,1189.0,2005.0,1220.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3230.0,2155.0,1448.0,1142.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Memphis,13922.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1557.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2627.0,1941.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2288.0,1365.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2614.0,1565.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3033.0,1650.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1870.0,2318.0,1742.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1184.0,1493.0,1046.0,1057.0,742.0,994.0,761.0,905.0,713.0,915.0,1028.0,1099.0,1915.0,1130.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3140.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Minnesota,13922.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1557.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2627.0,1941.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2288.0,1365.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2614.0,1565.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3033.0,1650.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1870.0,2318.0,1742.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1184.0,1493.0,1046.0,1057.0,742.0,994.0,761.0,905.0,713.0,915.0,1028.0,1099.0,1915.0,1130.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3140.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Murray_St,13922.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1557.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2627.0,1941.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2288.0,1365.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2614.0,1565.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3033.0,1650.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1770.0,2218.0,1742.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1184.0,1493.0,1046.0,1057.0,742.0,994.0,761.0,905.0,713.0,915.0,1028.0,1099.0,1915.0,1130.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Neb_Omaha,14022.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1557.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2627.0,1941.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2288.0,1365.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2614.0,1565.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3033.0,1650.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1770.0,2218.0,1742.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1078.0,1493.0,1046.0,1057.0,742.0,994.0,761.0,905.0,713.0,915.0,1028.0,1099.0,1915.0,1130.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Old_Dominion,14022.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1557.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2627.0,1941.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2388.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2714.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3133.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1870.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1178.0,1593.0,1146.0,1157.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Pacific,13924.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2529.0,1843.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2388.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2714.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3133.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1870.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1278.0,1693.0,1246.0,1157.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Providence,13924.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2529.0,1843.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2388.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2714.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3133.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1761.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1278.0,1693.0,1246.0,1157.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25S_Mississippi,13924.0,7786.0,5211.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2529.0,1843.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2388.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2714.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3133.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1761.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1278.0,1693.0,1246.0,1157.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25Santa_Clara,13816.0,7678.0,5103.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2421.0,1735.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2280.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2606.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3025.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1653.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1278.0,1693.0,1246.0,1157.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25South_Dakota,13816.0,7678.0,5103.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2421.0,1735.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2280.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2606.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3025.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1653.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1278.0,1693.0,1246.0,1157.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25TN_Tech,13816.0,7678.0,5103.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2421.0,1735.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2280.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2606.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3025.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1653.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1278.0,1693.0,1246.0,1157.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25TX_Christian,13816.0,7678.0,5103.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2421.0,1735.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2280.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2606.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3025.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1653.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1166.0,1581.0,1134.0,1045.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,3040.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25TX-Arlington,13816.0,7678.0,5103.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2421.0,1735.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2280.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2606.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3025.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1542.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1266.0,1681.0,1134.0,1045.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,2929.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
2017-11-25U_Penn,13816.0,7678.0,5103.0,3018.0,1712.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1459.0,1551.0,1346.0,1038.0,1026.0,1026.0,1026.0,926.0,1000.0,1000.0,1000,2521.0,1735.0,1450.0,1006.0,1088.0,1202.0,1100.0,1100.0,1100.0,1100.0,1000.0,2280.0,1465.0,1064.0,944.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000,1000,2606.0,1665.0,1064.0,1034.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,3025.0,1750.0,1153.0,1228.0,1028.0,1016.0,1100.0,1000.0,1000.0,1000.0,1000,1542.0,2318.0,1842.0,1355.0,1039.0,1016.0,1016.0,916.0,1000.0,1000.0,1000.0,1366.0,1781.0,1134.0,1045.0,842.0,1094.0,861.0,1005.0,713.0,915.0,1028.0,1199.0,2015.0,1230.0,1213.0,1013.0,1013.0,1100.0,1000.0,1000.0,1000.0,1000,2929.0,2065.0,1358.0,1052.0,1042.0,942.0,926.0,926.0,926.0,1000.0,1000.0
